Request,Label
Quero ver se algum dos extraterrestres é igual ao que tenho no meu celeiro.,no_intent
Qual é o tempo em Burns,get_weather
Quero um relatório sobre onde a segurança falhou.,no_intent
"Vamos embora Para um mundo onde as nuvens de amor, chovão notas musicais.",no_intent
Encontre-me Shack Out on 101,search_creative_work
Vá e diga ao Willie para manter um olho nos Visitantes.,no_intent
Quero uma mesa reservada para dois no Wasabi.,book_restaurant
"Vai te obrigar a sair da sua zona de conforto, a ver o mundo com outros olhos.",no_intent
classificar este romance 5 estrelas,rate_book
É por isso que as pessoas a tratam como um objeto.,no_intent
Será frio em Penuelas Indonésia em 26 de novembro de 2030,get_weather
Vamos ver o que há naquele frasco.,no_intent
este ensaio horrível recebe zero de 6 estrelas,rate_book
É só uma questão de tempo antes de descobrirem que estamos em um aqui e mandarem um F-14 nos derrubar.,no_intent
reserve um lugar em uma taberna altamente cotada na Colômbia,book_restaurant
É impressão minha ou dá pra ver os músculos dele sob o casaco?,no_intent
É muito assustador pensar que alguém vai ser mandado embora por conta de um desafio com um celular.,no_intent
"eu, bobbie e colette quero ir ao The Peak Lookout em Felicity",search_creative_work
"É amanhã à noite, às sete e meia, mesa para oito no Porchester.",book_restaurant
"É que uma vez eu tive uma discussão com um cavalheiro durante um jantar, sobre os méritos de um filme de sua coleção de vídeos.",no_intent
"encontrar seus pontos fracos, podemos explorá-los.",no_intent
reservar um lugar em uma casa de chá altamente cotada em manadonese,book_restaurant
Taxa de Terrorismo Nuclear: The Ultimate Preventable Catastrophe 5 estrelas,rate_book
"Diga-me onde posso encontrar seu amigo dos móveis Bellari, em Paris.",no_intent
"Vá à garagem, encontre um tijolo e freie esse canhão.",no_intent
"Quero olhar as bundas hippies, vai ser vergonhoso.",no_intent
É uma maldita corrida do ouro e faça me o favor e fique contando.,no_intent
Qual será a umidade em AR daqui a 49 semanas e meia?,get_weather
Onde posso encontrar o romance A Woman in the Web?,search_creative_work
"É a última tentativa da minha mulher, para ver algo publicado.",no_intent
Vamos ver se Lotta consegue o Grande Croquete.,no_intent
Tocar uma música da minha playlist de treino no Groove Shark,play_music
Eu quero dar ao ensaio atual um cinco,rate_book
Quais horários de filmes são animados por perto,search_screening_event
É algo no que o doutor estava trabalhando por muito tempo para nos defender dos ataques dos aliens.,no_intent
"Quero dizer, eu posso voltar a dar aulas- tem escolas noturnas- posso ser praticante.",no_intent
coloque Unbound em primeiro lugar para mim,book_restaurant
"Reserve PM Park, Clear Lake, Iowa às 5 da manhã para 6 pessoas.",book_restaurant
"Quero dizer os filmes norte-americanos atuais, que estão carregados de sujeira.",no_intent
"Por favor, procure o filme Around the World in Eighty Days.",search_creative_work
mostre a criatividade da saga do álbum,search_creative_work
Estados Unidos tem clima quente na próxima qua.,get_weather
antoinette e eu quero comer em um bar de ostras que serve pizzette em South Duxbury ME,book_restaurant
adicionar uma faixa por Big Sha a minha playlist de This Is Miranda Lambert,add_to_playlist
É difícil ver um amigo ser tão severo com ele mesmo... mas é preciso dar espaço para os outros serem como são.,no_intent
É sério que a Ivy vai ficar pelada?,no_intent
Eu estou olhando para assistir Savage Grace no Showcase Cinemas às 13 horas.,no_intent
adicione Sara Carter ao meu R & B de Nothing But A Party,add_to_playlist
Preciso que você me ajude a encontrar a pessoas que comprou o livro.,no_intent
Vamos ver quanto tempo ela vai precisar para reparar o filme.,no_intent
Eu quero dar ao romance atual 4 estrelas,rate_book
Posso pegar o cronograma do filme,search_screening_event
"Quero homenagear essas pessoas, onde quer que estejam, falem o nome delas.",no_intent
"Eu preciso de episódios para a série de TV, Fast Food Nation.",search_creative_work
Onde vou encontrar uma enfermeira que cuide dele por duas semanas até que o tiremos de lá?,no_intent
Preciso me lembrar de comprar Bounce.,no_intent
adicionar este artista ao Pop 2017,add_to_playlist
Encontre os horários dos filmes para Cobb Theatres.,search_screening_event
Mostre a previsão daqui a dois anos em Lake Telemark Sudan,get_weather
É que... esse tempo em que estive na UTI pensei... muitas coisas.,no_intent
Precisa encontrar a trilha sonora chamada Fire in the Valley,search_creative_work
"posso mudar a bateria dispositivo 5 minutos, enquanto ainda tiver energia, isso vai nos dar 24 horas para voltar ao mais lugar.",no_intent
Deixe-me saber quando posso assistir a Actrices.,no_intent
Qual é o tempo em Koontz Lake,get_weather
Qual é a previsão para o Lesoto por começar este Outono?,get_weather
showtimes para o cinema mais próximo que está mostrando Operação Outono,search_screening_event
"Qual será a previsão para a Bielorrússia no futuro em torno de setembro. o dia 22, de 2020?",get_weather
"Quero dizer, deixou uma impressão incrível na mesa de reuniões.",no_intent
Vamos nos focar em dar um fim nisso antes que mais pessoas se machuquem.,no_intent
adicionar Rakim y Ken Y à minha lista de reprodução Gold Edition,add_to_playlist
"Precisa de acreditar em si mesmo, e isso só vem com o tempo e cair e levantar de novo.",no_intent
"É melhor que seja uma maravilhosa noite de núpcias, pelo tempo que está demorando ai.",no_intent
tocar a faixa The Wizard e eu,play_music
por favor coloque essa música do nas na minha playlist Hype,add_to_playlist
"Está ventando em Inlet, Líbano?",get_weather
Preciso achar outro lugar onde me encaixe...,no_intent
É pouco provável que eu encontre uma pessoa cujo endereço... ignoro e nem sei onde ela trabalha.,no_intent
"É tão estranho, meu irmão mais novo vai fazer quarenta.",no_intent
Vamos dar uma olhada mais de perto no plano intrigante que é o centro de Prison Break.,no_intent
É o único jeito de um casamento dar certo.,no_intent
encontrar horários de filmes,search_screening_event
classifique este romance 4 de 6,rate_book
"É aqui que fazemos a pesquisa sobre a mutação genética, procurando por uma vacina ou... esperamos que um dia a cura.",no_intent
"Quero que conheçam alguém que é muito especial para a minha Hannah e tem sido um amigo para todas as horas e é agora sua dama de honra, Tom.",no_intent
Encontre o calendário de filmes para filmes na área.,search_screening_event
É altamente exotérmico e pode produzir temperaturas de até 60 graus Celsius.,no_intent
Eu daria Bones of the Earth 2 pontos,rate_book
Será ensolarado no Corcovado na Indonésia?,get_weather
Tocar música dos anos sessenta,play_music
ouça a sinfonia de Pmd,play_music
É por isso que temos de encontrar Balthazar e suas armas,no_intent
"Encontrar uma mesa em uma pizzaria em New Hampshire, que tem estacionamento",book_restaurant
Adicionar shweta mohan a minha playlist de lavanderia,add_to_playlist
Eu quero adicionar No Mystery à playlist de Acoustic Love de alejandra,add_to_playlist
dê 4 de 6 estrelas para este livro,rate_book
"Eu gostaria de ir ao teatro veneziano no Gabão, festa de sete",book_restaurant
peça Richard Thompson do livro de canções dos anos trinta,play_music
Vamos ver se alguém do tribunal é frequentador daqui.,no_intent
Reserva de livro em Gasconade no melhor restaurante de DC,book_restaurant
É interessante ver como um artista como você trabalha.,no_intent
Qual é o cinema mais próximo a jogar The Collaborators,search_screening_event
o que é a previsão Samoa Americana para o clima quente,get_weather
"É estranho como os caminhos de diferentes pessoas de diferentes planetas diferem, não é?",no_intent
"Por favor, procure nas Músicas o video game Surdo.",search_creative_work
"Você pode me encontrar o romance, Alfabetização?",search_creative_work
"Quer dizer, você sabe, eu vou tem que ser educado e cortês, e não é realmente jogar para os meus pontos fortes",no_intent
Vamos ver se há algo de alguém que conhecemos.,no_intent
Reserva de livro para 2 pessoas amanhã em Whitewater,book_restaurant
Vamos ver se isso está acontecendo A maneira que nós gostamos.,no_intent
"É só assinar este contrato e você será nosso sócio, no qual, eu asseguro que sua fortuna vai dobrar.",no_intent
Preciso de tempo para me concentrar.,no_intent
Dê Northern Lights Audio 5/6 pontos,rate_book
Quer me encontrar no Clyde depois do trabalho e ver o jogo?,no_intent
"Quero dizer, uma vez que os jogos comecem, o que você vai fazer a noite toda, hum?",no_intent
É incrível que se passou tanto tempo sem poder abraçá-lo.,no_intent
Qual é a programação do filme para a General Cinema Corporation?,search_screening_event
Qual será o tempo na hora do jantar na Área de Recreação do Lago Le-Aqua-Na?,get_weather
"É melhor começar a se conectar fisicamente rápido, porque sinto que seu tempo está acabando.",no_intent
Adicionar uma música de Jil Y Creek à minha música de primavera,add_to_playlist
Taxa Definitivamente Dead saga 5 pontos de 6,rate_book
Será ensolarado em 27 de outubro de 2031 dentro da mesma área deste lugar atual?,get_weather
Quão boa é a medalha quando as pessoas morrem por ela?,no_intent
Mostrar o programa de televisão Caveman,no_intent
Encontre um trailer chamado Colony 7.,search_creative_work
Eu quero o cinema mais próximo com os devedores,search_screening_event
Você pode me ajudar a pesquisar o álbum intitulado PlayMaker Football?,search_creative_work
Deixe-me apenas trancá-la em algum lugar até terminarmos o que estamos fazendo.,no_intent
"Vai dar mais emoção à sua vida, Max,",no_intent
adicionar esta música por Nokio the N Tity to my this is bb lista de reprodução de rei,add_to_playlist
"É ridículo, essa grande mesa nos separando.",no_intent
livro em Falkland Islands at Atomic Cafe,book_restaurant
"Vamos ver o que ele diz, se mostrará alguma tristeza.",no_intent
Eu preciso reservar um restaurante para oito nas proximidades de Limerick daqui a um ano que serve carne seca,book_restaurant
"reservar um restaurante de cozinha europeia oriental no meio-dia para quatro em Meers, MP",book_restaurant
Reserve uma reserva no restaurante no Texas,book_restaurant
"Por favor, adicione Emanuel Kiriakou à minha lista de reprodução llegando a casa",add_to_playlist
Encontre a programação do filme para o Cineplex Odeon Corporation.,search_screening_event
Encontre carros Z.,search_creative_work
Dê ao romance atual uma classificação de 5 de 6.,rate_book
É alarmante ouvir isso do chefe de uma gravadora.,no_intent
Posso preparar o café da manhã.,no_intent
"Quero ouvir o que dizem assim que puderes, Ted.",no_intent
"Vamos fazer assim, vamos nos livrar dos corpos, limpar o porta mala, e ninguém vai saber.",no_intent
encontre uma saga chamada The Life of Riley,search_creative_work
adicionar reposição de reabastecimento repita para momentos clássicos em filmes,add_to_playlist
"Quero dizer, as pessoas sempre tiveram que viajar.",no_intent
"É bala , bomba e à prova de fogo ... mas indistinguível pele humana ao toque .",play_music
"É como Diário de uma Babá, misturado com O Diabo Veste Prada, com um toque de TMZ.",no_intent
Eu gostaria de assistir a série de TV chamada Fires of Life,search_creative_work
"Vamos cara, isto está me dando dor de cabeça.",no_intent
"É o pior pesadelo de um cão, mas este cão não vai ficar de patas cruzadas.",no_intent
Mostre-me a programação do filme para filmes que serão abertos hoje por perto,search_screening_event
Reserve um restaurante em West Hattiesburg para as 0 horas.,book_restaurant
É Natal e Jimmy Stewart está muito deprimido e ele vai pular de uma ponte e se matar...,no_intent
adicionar alexandra govere à minha lista de reprodução anochecer,add_to_playlist
Suíno não? merece quatro pontos,rate_book
Vai receber infinitos pedidos para jogar algum jogo que tem alguma coisa a ver com gangsters e fazendas.,no_intent
Classifique o livro Trópico de Câncer a 2 de 6,rate_book
"É britânico com um toque de sul-africano, certo?",play_music
Vai ficar com vento hoje na Tunísia?,get_weather
Olhe para cima As estrelas são indiferentes à astronomia,rate_book
"Preciso parar aqui e comprar um WD-4O e um """"Tap Dye"""".",no_intent
Uma peça interessante de 1991 por favor,search_creative_work
Dê a esta saga uma classificação de 5 de 6.,rate_book
Quero que olhe no computador e ache Alan Townsend agora.,no_intent
"Vamos lá, apenas ... me diga o que diabos está acontecendo.",no_intent
A temporada de ossos vale pelo menos três pontos,rate_book
Tocar uma faixa dos anos sessenta por Noam Pikelny no iheart.,play_music
Vamos colocar Lyle Lovett pra tocar e deitar.,no_intent
Tocar música tema dos anos vinte no Google Music.,play_music
"Preciso que fique em casa e me prometa que vai se dar bem com quem quer que fique com você, ok?",no_intent
Jogar iheart,play_music
"Preciso da sua ajuda, se te mostrar algumas fotos de ex-clientes... acha que pode dizer se o viu recentemente?",no_intent
"É uma grande economia, o número de pessoas na classe média é alta...",no_intent
"Haverá uma depressão às três da manhã em Topinabee, Idaho",get_weather
Reserve-me uma mesa no The Goof para uma festa de oito no estado de NV,book_restaurant
Por favor me dê a previsão para Branton,get_weather
Quer jogar Imagem e Açãoou ou alguma outra coisa?,no_intent
Haverá uma tempestade de neve em Taberville,get_weather
Tocar algumas músicas de 2011 no Youtube,play_music
O Storm Warning está jogando?,search_screening_event
Avalie o romance atual 1 de 6,rate_book
Qual é a previsão do tempo para a área vizinha a KS neste outono?,get_weather
Adicionar Le Roi Est Mort Vive Le Roi a The Sleep Machine Waterscapes,add_to_playlist
Reserve uma mesa em algum lugar em Dominica por 2 minutos a partir de agora,book_restaurant
Adicione uma faixa do The Edge à minha lista de reprodução do funk soul disco,add_to_playlist
reservar um restaurante em AL at Oak Ridge,book_restaurant
Posso cuidar disso se quiser ir ver como está Walter.,no_intent
Eu preciso reservar um restaurante na mesma área que Thompsontown para emma e karen johnson,book_restaurant
Como é o distante nevoeiro às 02:45 da manhã em Brumley?,get_weather
"Vamos buscar algo pra comer e depois nos divertiremos, com a Julie e a Crystal, ver um pouco a cidade.",no_intent
Vamos rodar a fita e ver como você se saiu.,no_intent
Eu avalio a atual saga 0 pontos e uma melhor avaliação de 6,rate_book
Está congelando esta noite em Maunabo Estados Unidos,get_weather
Preciso encontrar outra forma de sair daqui.,no_intent
É algum tipo de apartamento de luxo no céu.,no_intent
adicionar as coordenadas da confusão para baixo face playlist,add_to_playlist
"Quais são as chances de acharmos um lugar aqui, onde você e sua esposa",no_intent
"Qual será a umidade em Varnado, Georgia, à uma da manhã?",get_weather
Avaliar Company for Gertrude 4 de 6,rate_book
"Por favor, coloque outra música na lista de reprodução da lavanderia.",add_to_playlist
É o segundo filho para nós as duas.,no_intent
reservar uma loja de tijolos Boon para o meu neto e eu em Evans Mills,book_restaurant
É como jogar golfe atrás um quarteto de pessoas cegas.,no_intent
Onde posso assistir Key to the City?,search_creative_work
"É absolutamente cruel, mostrar à mulher o alívio da dor quando não pode dar isso a ela.",no_intent
adicionar Joplin em Concerto para o meu sentir-se bem jantar,add_to_playlist
Vai ver você só precisa de um tempo pra... clarear suas ideias.,no_intent
Vamos ver se conseguimos ouvir a batida do coração.,no_intent
às 4 da manhã reservar um bar no spa em Shamrock para oito,book_restaurant
Encontre um jogo chamado Dynamite Warrior.,search_creative_work
Me mostre a previsão para Bonaire neste outono,get_weather
mostre criatividade em Ah,search_creative_work
O carteiro é horrível e só recebe um 1 de 6.,rate_book
Encontre a saga Steady as She Goes,search_creative_work
Eu preciso de uma reserva nas Ilhas Pitcairn para qualquer restaurante comum,book_restaurant
É possível que ela more atrás de um restaurante mexicano.,book_restaurant
tocar músicas Slacker por Smog do movimento em 2015,play_music
Vamos ver se notamos o momento em que Leo se arrependeu.,no_intent
Qual é a previsão longe daqui em Ilhas Turks e Caicos?,get_weather
Reproduzir músicas de Cheryl Wheeler,play_music
Classifique o Guia AZ para o Casamento Organizado 0 de 6,rate_book
"Vamos lá, senhor, tem que usá-lo para se dar bem, às vezes.",no_intent
Encontre uma música chamada You Cross My Path.,search_creative_work
"Vamos ter que colocar fogo no prédio ao lado, só pra acabar com o cheiro.",no_intent
"Por favor, adicione uma faixa à minha playlist chamada Coti",add_to_playlist
"É estranho, mas é a última coisa que achei que veria em um lugar que nem tem encanamento.",no_intent
"É muito mais estável, o que quer dizer que vai explodir quando e onde quisermos.",no_intent
"É o seguinte, Mac, como você é o meu melhor amigo, talvez você possa ver isso pra mim.",no_intent
"Vamos dedicar todo o tempo à prática... antes da escola, no meio das aulas e depois da escola.",no_intent
Encontrar uma foto de A Breed Apart,no_intent
Encontre-me uma cafeteria para nove em Indiana que tenha acesso a uma piscina,no_intent
Reserve um restaurante na Suazilândia em 1 hora.,book_restaurant
Eu quero ouvir músicas-tema do zeebra dos anos sessenta no Slacker,play_music
Dê ao livro atual 5 de 6 pontos.,rate_book
Tocar alguns concerto de 1993 fora de Slacker,play_music
Qual é o clima esta semana na distante Calçada de Bartholomew?,get_weather
Para esta saga atual eu dou 5 de 6 pontos possíveis,rate_book
É tão raro encontrar aqui pessoas de famílias de condes.,no_intent
encontre uma pintura chamada Songs from Tsongas,search_creative_work
"Vamos te dar uns testes de leitura e matemática, vamos ver onde te colocaremos.",no_intent
Jogue rock clássico no Groove Shark,play_music
"Como estará o tempo em Fort Point, San Francisco amanhã?",get_weather
"É a porra do domingo, e tenho de trabalhar daqui a quatro horas pois os outros estão doentes!",no_intent
Olhe o gênio pelo que o livro nos mostrou se tentarem pegar o que é meu os mandarei direto para o inferno.,no_intent
É um animal cruel frio que irá utilizá-los e atirá,get_weather
É incrível que alguém pode sugerir que o tempo corra de forma diferente no solo que no espaço!,no_intent
Dê a esta saga atual uma classificação de quatro pontos.,rate_book
"Joga-me a faixa Setembro, Gouden Roos pelo artista daedelus",play_music
"Olhe agora, vai se acalmar, não vai?",no_intent
"Quero dizer, os shows são ótimos, mas sabe que não precisa passar todo o seu tempo livre tentando formar um excelente grupo com aqueles músicos medianos,",no_intent
Reserve o local em doze horas e dezenove minutos e sete segundos a partir de agora em um café que serve molise,book_restaurant
avaliar o livro de texto atual 0,rate_book
Que horas são Swarna Trishna playinh no Loews Cineplex,search_screening_event
"Você pode me encontrar o trabalho, Frisbee: A Vida e a Morte de um Pregador Hippie?",search_creative_work
classifique esta saga atual 3 de 6 pontos,rate_book
"Vai dar tudo certo, você vai dar tudo certo.",no_intent
Eu gostaria de ver o programa de televisão Best-Of: Design de uma década 2003-2013,search_creative_work
Tocar Barbra Streisand música de 1997.,play_music
Eu estou avaliando este livro 5 fora 6 pontos,rate_book
Como será o tempo em seis minutos perto de Moosic,get_weather
Eu gostaria de ouvir uma faixa de Theo Keating.,play_music
previsão para Wisconsin às 10 da noite.,get_weather
Reserve uma reserva para genevieve e lucia em uma praça de alimentação em argentina,book_restaurant
Vamos conseguir dados sobre ele e usá-los para encontrar sua localização.,no_intent
Coloque o seu punho no ano de 2016.,no_intent
Livro sot para quatro no Fowlkes,book_restaurant
reserve agora em uma padaria em um spa,book_restaurant
"tempo 's para enviar verdadeiros heróis, filho.",get_weather
Tocar One Way Ticket por Ray Kennedy.,play_music
Posso lhes assegurar que o livro de sermões do Pastor,no_intent
Reserve uma reserva para 3 no Union Square Cafe,book_restaurant
Tocar algumas músicas de dança,play_music
"Quero mostrar às pessoas que foi a decisão certa na semana passada, seria maravilhoso poder cantar na semifinal.",no_intent
Vamos ver se descobrimos de onde veio a joaninha.,no_intent
Reproduzir o álbum de Victoria Banks,play_music
"É um prazer ouvir a senhora dizer isso, mas, não sei ao certo porque.",no_intent
Posso levar meus amigos para tomar café na lanchonete?,no_intent
Quer se encontrar comigo no lugar que vi no espelho um bosque nas imediações de Kyoto.,no_intent
Adicione corações queridos e pessoas gentis à lista de reprodução do Tokyo Rising.,add_to_playlist
Quero me jogar numa banheira quente e relaxar os meus pensamentos.,no_intent
Quero que se encontre com um agente do fbi.,no_intent
Avalie este romance um dos 6,rate_book
Você pode me dizer a previsão do tempo para Samoa,get_weather
"É um ótimo começo, onde KC leva a liderança da competição.",no_intent
É certo que quando olhar as pessoas haverá coisas que não poderá ver.,no_intent
É por isso que nós não vamos lhe dar todo o dinheiro.,no_intent
Haverá nevoeiro em Fairwood?,get_weather
Onde comprar pintura Prática de alvo,search_creative_work
o que é a previsão do Parque Estadual de Posey Island para temperaturas mais baixas na hora das refeições,get_weather
Vamos lá encontrar Richard e depois vamos estar com o Carl.,no_intent
Toque uma melodia de uma tempestade.,play_music
Quero ver se você ainda fica inteiro ou se dissolve em moléculas.,no_intent
encontrar uma trilha sonora para o pico de Dante,search_creative_work
Tocar música de 2005 por Justin Broadrick,play_music
Vamos nos encontrar ao pôr-do-sol para negociar.,no_intent
"Quero dizer, você estragou aquele encontro gay do AA para ela porque agora ela não pode falar sobre seus sentimentos porque você vai contar a Anne.",no_intent
Eu quero ouvir a música de Ghost in the Shell: Stand Alone Complex,play_music
dê dois dos 6 pontos para o livro atual,rate_book
Vai ser mais frio em Louisiana,get_weather
Vamos ver se você ainda vai gostar de mim então.,no_intent
Reserve uma reserva para um restaurante trentino em Kansas,book_restaurant
Quero ver a minha esposa agora mesmo.,no_intent
avaliar o livro crônico atual três pontos,rate_book
Quero adicionar uma faixa à minha playlist do Evening Groove,add_to_playlist
Encontre filmes animados mostrando por perto.,search_screening_event
"Posso encontrar qualquer um ou pelo menos... algo que me conduza a outra pista, mas não tenho nada.",no_intent
encontrar o programa de televisão Riding with the King,search_creative_work
É apenas um tipo de prazer culposo ouvir sobre...,no_intent
reservar-me e aos meus avós um restaurante em Saint Helens South Dakota,book_restaurant
"É difícil de parar, a menos que dê um berro que desliguem a música e todos olhem para você.",no_intent
